114226,5884514,Bo_Ai,Bo_Ai,IEEE_Trans._Veh._Technol.,63,https://doi.org/6124436933,equipment,2020-06-25,3499-3516,Propagation_Measurements_and_Analysis_for_Train_Stations_of_High-Speed_Railway_at_930_MHz.,db/journals/tvt/tvt63.html#GuanZAK14a,2014.0,Technology,Ownership,PSL,Pengyu_Liu,Soheil_Nematihaj,Yanning_Zhang,5906352,7939714,5883721
114487,5884584,Chau_Yuen,Chau_Yuen,IEEE_Trans._Veh._Technol.,65,https://doi.org/1096297355,innovation,2020-06-25,3150-3165,Adaptive_Air-to-Ground_Secure_Communication_System_Based_on_ADS-B_and_Wide-Area_Multilateration.,db/journals/tvt/tvt65.html#NijsureKGGYM16,2016.0,Technology,Ownership,UB,Philip_C._de_Witt_Hame,Saleet_Klein,Zongxia_Jia,6862783,5937039,7935346
114675,5884639,Ali_Emadi,Ali_Emadi,IEEE_Trans._Veh._Technol.,53,https://doi.org/9338490696,manufacturing,2020-06-25,385-389,Effects_of_drivetrain_hybridization_on_fuel_economy_and_dynamic_performance_of_parallel_hybrid_electric_vehicles.,db/journals/tvt/tvt53.html#LukicE04,2004.0,Technology,Ownership,UNIBO,Franziskus_Liem,Emma_C._Robinson,Hanzhe_Li,6392192,7935177,5887987
114694,5884646,Dan_Keun_Sung,Dan_Keun_Sung,IEEE_Trans._Veh._Technol.,66,https://doi.org/8050426743,research,2020-06-25,4496-4500,A_Non-Orthogonal_Resource_Allocation_Scheme_in_Spatial_Group_Based_Random_Access_for_Cellular_M2M_Communications.,db/journals/tvt/tvt66.html#JangPS17,2017.0,Technology,Ownership,TUM,Tianying_Zhou,Christopher_Brunson,Yuan_He_000,7945490,5886449,7471561
114995,5884735,Bo_Ai,Bo_Ai,IEEE_Trans._Veh._Technol.,66,https://doi.org/7181122821,research,2020-06-25,5617-5625,Terahertz_Communication_for_Vehicular_Networks.,db/journals/tvt/tvt66.html#MumtazJAGDA17,2017.0,Technology,Ownership,PSL,Ephrem_Chemali,Elmar_Tischhauser,Elizabeth_B._Hutchinso,7467051,7471500,5881244
115227,5884810,Abbas_Jamalipour,Abbas_Jamalipour,IEEE_Trans._Veh._Technol.,66,https://doi.org/9937304957,manufacturing,2020-06-25,9275-9286,Joint_Encoding_and_Grouping_Multiple_Node_Pairs_for_Physical-Layer_Network_Coding_With_Low-Complexity_Algorithm.,db/journals/tvt/tvt66.html#GuoNSHJ17,2017.0,Technology,Ownership,UPC,Jens_Braue,Meredith_N._Braskie,Long_Chen_0001,5864232,6391110,5886845
115266,5884820,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,66,https://doi.org/8309978003,wheel,2020-06-25,879-883,Generalized-Spatial-Modulation-Based_Reduced-RF-Chain_Millimeter-Wave_Communications.,db/journals/tvt/tvt66.html#IshikawaRSH17,2017.0,Technology,Ownership,KTH,Birgit_Pfitzmann,Peng_Wang_0017,Christoph_Spindelegger,7941409,5863870,5908495
115277,5884823,F._Richard_Yu,F._Richard_Yu,IEEE_Trans._Veh._Technol.,63,https://doi.org/6750659878,printing_press,2020-06-25,789-801,Distributed_Cooperative_Topology_Control_for_WANETs_With_Opportunistic_Interference_Cancelation.,db/journals/tvt/tvt63.html#AoYJGL14,2014.0,Technology,Ownership,PSL,Zhimeng_Zhon,Rafael_Pas,Wei_Xu_0018,7223203,6871464,7944144
115307,5884832,F._Richard_Yu,F._Richard_Yu,IEEE_Trans._Veh._Technol.,59,https://doi.org/7528613624,science,2020-06-25,1760-1768,Optimal_Cooperative_Internetwork_Spectrum_Sharing_for_Cognitive_Radio_Systems_With_Spectrum_Pooling.,db/journals/tvt/tvt59.html#SiJYL10,2010.0,Technology,Ownership,PSL,David_W._Matolak,Zhangfeng_M,Young-Joo_Lee,7945690,7940127,7938636
115333,5884838,Chau_Yuen,Chau_Yuen,IEEE_Trans._Veh._Technol.,68,https://doi.org/3804470396,energy,2020-08-27,8264-8269,A_New_Insight_Into_GAMP_and_AMP.,db/journals/tvt/tvt68.html#LiuLHYG19,2019.0,Technology,Ownership,UB,Masaki_Fukunaga,Tal_Malki,Varad_Kirtan,7467660,7480400,7940690
115416,5884859,Dan_Keun_Sung,Dan_Keun_Sung,IEEE_Trans._Veh._Technol.,60,https://doi.org/2883601249,equipment,2020-06-25,4640-4645,Rate-Adaptation-Based_Cooperative_Hybrid-ARQ_Relaying_Scheme_in_Rayleigh_Block-Fading_Channels.,db/journals/tvt/tvt60.html#KimLS11,2011.0,Technology,Ownership,TUM,Xi_Li_0004,Lu_Zha,H._X,7467624,7942376,7198998
115447,5884869,F._Richard_Yu,F._Richard_Yu,IEEE_Trans._Veh._Technol.,67,https://doi.org/1962281115,computing,2020-06-25,5445-5459,Cache-Enabled_Adaptive_Video_Streaming_Over_Vehicular_Networks:_A_Dynamic_Approach.,db/journals/tvt/tvt67.html#GuoYYL18,2018.0,Technology,Ownership,PSL,Tai_Suk_Kim,Yuwang_Yan,Farinaz_Koushanfar,6873272,7935382,7467460
115478,5884878,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,59,https://doi.org/8531163599,management,2020-06-25,216-224,Iterative_Decoding_Convergence_and_Termination_of_Serially_Concatenated_Codes.,db/journals/tvt/tvt59.html#MaunderH10,2010.0,Technology,Ownership,KTH,Shuguo_Yang,Christof_Beierle,Prejaas_Tewarie,5937039,7938550,6875198
115490,5884883,Dan_Keun_Sung,Dan_Keun_Sung,IEEE_Trans._Veh._Technol.,58,https://doi.org/1510237775,computers,2020-06-25,2899-2908,Adaptive_Transmission_Scheme_for_Mixed_Multicast_and_Unicast_Traffic_in_Cellular_Systems.,db/journals/tvt/tvt58.html#BaekHS09,2009.0,Technology,Ownership,TUM,Hongxiang_Li,Pingping_Huang,Mehrdad_Khati,7932467,7465788,7944545
115683,5884937,Ali_Emadi,Ali_Emadi,IEEE_Trans._Veh._Technol.,56,https://doi.org/8180042032,system,2020-06-25,1561-1572,Comprehensive_Efficiency_Modeling_of_Electric_Traction_Motor_Drives_for_Hybrid_Electric_Vehicle_Propulsion_Applications.,db/journals/tvt/tvt56.html#WilliamsonER07,2007.0,Technology,Ownership,UNIBO,Katerina_Samar,Jong-Jae_Le,Jian_Yang_0007,6874439,7470381,5859472
115836,5884984,Arumugam_Nallanathan,Arumugam_Nallanathan,IEEE_Trans._Veh._Technol.,68,https://doi.org/2175358526,internet,2020-10-26,456-470,Impact_of_Interbranch_Correlation_on_Multichannel_Spectrum_Sensing_With_SC_and_SSC_Diversity_Combining_Schemes.,db/journals/tvt/tvt68.html#Al-JubooriFDN19,2019.0,Technology,Ownership,PSL,Lei_Yang_0034,Julia_Wurie,Daniel_J._Valentin,7472822,5863934,5916369
115872,5884993,F._Richard_Yu,F._Richard_Yu,IEEE_Trans._Veh._Technol.,67,https://doi.org/6261307484,information_technology,2020-06-25,837-841,Energy-Efficiency_Versus_Delay_Tradeoff_in_Wireless_Networks_Virtualization.,db/journals/tvt/tvt67.html#ShiZZZYC18,2018.0,Technology,Ownership,PSL,Carlos_Vidal,Tuo_An,Shuo_Zhao,7479372,7478967,7210969
115882,5884995,Dan_Keun_Sung,Dan_Keun_Sung,IEEE_Trans._Veh._Technol.,67,https://doi.org/6155173510,scientific,2020-06-25,10107-10111,Hybrid_ARQ-Based_Uplink/Downlink_Fairness_Enhancement_in_WLAN.,db/journals/tvt/tvt67.html#KimKS18,2018.0,Technology,Ownership,TUM,Robert_G._Maunder,Marc_Beunardeau,Xiao_Liu_0018,7471612,5906319,6386226
115994,5885030,F._Richard_Yu,F._Richard_Yu,IEEE_Trans._Veh._Technol.,66,https://doi.org/4819143697,science,2020-06-25,11339-11351,Resource_Allocation_for_Information-Centric_Virtualized_Heterogeneous_Networks_With_In-Network_Caching_and_Mobile_Edge_Computing.,db/journals/tvt/tvt66.html#ZhouYCK17,2017.0,Technology,Ownership,PSL,Filip_Szczepankiewicz,Katherine_R._Gray,Olivier_Salvado,7479486,7478750,7466166
116002,5885033,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,59,https://doi.org/1789153930,information_technology,2020-06-25,999-1005,Layered_Steered_Space-Time-Spreading-Aided_Generalized_MC_DS-CDMA.,db/journals/tvt/tvt59.html#El-HajjarAMH10,2010.0,Technology,Ownership,KTH,Marios_Georgiou_0001,Ramesh_C._Bansal,Ting_We,7195060,5820005,5887463
116070,5885052,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,67,https://doi.org/9822182060,robotics,2020-06-25,3866-3873,Entanglement-Assisted_Classical_Communication_Over_Quantum_Channels_for_Binary_Markov_Sources.,db/journals/tvt/tvt67.html#IzharBNH18,2018.0,Technology,Ownership,KTH,Selvaraj_Marshal_Anthon,Reza_Adalat,Ian_Morilla,7211015,5862360,7479966
116087,5885056,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,68,https://doi.org/9864105377,computer,2020-09-16,7957-7969,Trajectory_Design_and_Power_Control_for_Multi-UAV_Assisted_Wireless_Networks:_A_Machine_Learning_Approach.,db/journals/tvt/tvt68.html#LiuLCH19,2019.0,Technology,Ownership,KTH,Sylvain_Guilley,Zhen_Jin_000,Linhao_Li,6870441,7940466,5914051
116100,5885060,Chau_Yuen,Chau_Yuen,IEEE_Trans._Veh._Technol.,66,https://doi.org/6425773105,development,2020-06-25,9005-9017,Large_System_Analysis_of_Power_Normalization_Techniques_in_Massive_MIMO.,db/journals/tvt/tvt66.html#SadeghiSCY17,2017.0,Technology,Ownership,UB,Jie_Tang_0002,Dave_Singelée,Chris_Polman,5886076,7930725,7467475
116183,5885087,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,60,https://doi.org/3189550082,development,2020-06-25,3532-3538,Distributed_Probabilistic-Data-Association-Based_Soft_Reception_Employing_Base_Station_Cooperation_in_MIMO-Aided_Multiuser_Multicell_Systems.,db/journals/tvt/tvt60.html#YangLMH11a,2011.0,Technology,Ownership,KTH,Heike_Israel,Liangfu_Chen,Michael_I._G._Simpson,7472463,5863911,6870349
116222,5885096,Arumugam_Nallanathan,Arumugam_Nallanathan,IEEE_Trans._Veh._Technol.,63,https://doi.org/8807282551,applied_science,2020-06-25,703-717,Efficient_Beamforming_Training_for_60-GHz_Millimeter-Wave_Communications:_A_Novel_Numerical_Optimization_Framework.,db/journals/tvt/tvt63.html#LiZZN14,2014.0,Technology,Ownership,PSL,Victor_de_Lorenz,Jonathan_Bootle,Valérian_Sibille,7467475,7213080,7479078
116236,5885101,Dan_Keun_Sung,Dan_Keun_Sung,IEEE_Trans._Veh._Technol.,60,https://doi.org/1558409339,applied_science,2020-06-25,3473-3484,An_Estimated_Distance-Based_Routing_Protocol_for_Mobile_Ad_hoc_Networks.,db/journals/tvt/tvt60.html#ZhangWXS11,2011.0,Technology,Ownership,TUM,Jiangyuan_Li,Lei_H,Zhongxin_Li,7478710,7938602,7931142
116390,5885139,Abbas_Jamalipour,Abbas_Jamalipour,IEEE_Trans._Veh._Technol.,68,https://doi.org/2830709302,skill,2020-06-25,6964-6974,A_Hybrid-Fuzzy_Logic_Guided_Genetic_Algorithm_(H-FLGA)_Approach_for_Resource_Optimization_in_5G_VANETs.,db/journals/tvt/tvt68.html#KhanANLJ19,2019.0,Technology,Ownership,UPC,Kristen_A._Lindgre,Jing-Yu_Yang_0001,Hua_Yang,5864491,6918712,7944852
116413,5885144,Arumugam_Nallanathan,Arumugam_Nallanathan,IEEE_Trans._Veh._Technol.,56,https://doi.org/3014846104,internet,2020-06-25,1155-1164,Blind_Channel_Estimation_for_OFDM_Systems_via_a_Generalized_Precoding.,db/journals/tvt/tvt56.html#GaoN07,2007.0,Technology,Ownership,PSL,Dajun_Li,José_Manuel_Benítez,Tongliang_Liu,6877471,7932978,7936267
116500,5885168,Alain_Bouscayrol,Alain_Bouscayrol,IEEE_Trans._Veh._Technol.,68,https://doi.org/3284455511,system,2020-06-25,11420-11426,Impact_of_the_Velocity_Profile_on_Energy_Consumption_of_Electric_Vehicles.,db/journals/tvt/tvt68.html#DesreveauxBTCK19,2019.0,Technology,Ownership,OXFORD,Karsten_Müller_0002,Jimmy_Lätt,Jing_Liu_0039,7470714,5917677,7470247
116588,5885193,Abbas_Jamalipour,Abbas_Jamalipour,IEEE_Trans._Veh._Technol.,64,https://doi.org/4655134421,applications,2020-06-25,2015-2022,An_Evolutionary_Game_Theory-Based_Approach_to_Cooperation_in_VANETs_Under_Different_Network_Conditions.,db/journals/tvt/tvt64.html#ShivshankarJ15,2015.0,Technology,Ownership,UPC,Pan_Hui,Vishnu_Bashyam,Wei_Hua,5866226,5916284,7475375
116614,5885202,F._Richard_Yu,F._Richard_Yu,IEEE_Trans._Veh._Technol.,69,https://doi.org/6391255169,manufacturing,2020-08-24,6670-6679,Performance_Optimization_for_Blockchain-Enabled_Distributed_Network_Function_Virtualization_Management_and_Orchestration.,db/journals/tvt/tvt69.html#FuYWQL20,2020.0,Technology,Ownership,PSL,Daniel_S._Reich,Jeff_H._Duyn,Bradley_T._Hyman,7931886,7224275,5883320
116964,5885300,Dan_Keun_Sung,Dan_Keun_Sung,IEEE_Trans._Veh._Technol.,64,https://doi.org/1718135165,research,2020-06-25,2333-2348,HARQ_Rate_Selection_Schemes_in_a_Multihop_Relay_Network_With_a_Delay_Constraint.,db/journals/tvt/tvt64.html#KimLS15,2015.0,Technology,Ownership,TUM,Mark_P._Richardson,Sean_C._Smar,Kiho_Im,5934187,7931735,7468405
116975,5885304,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,60,https://doi.org/7777190448,applied_science,2020-06-25,4439-4449,Imperfect_Digital-Fiber-Optic-Link-Based_Cooperative_Distributed_Antennas_With_Fractional_Frequency_Reuse_in_Multicell_Multiuser_Networks.,db/journals/tvt/tvt60.html#XuZGH11,2011.0,Technology,Ownership,KTH,Yehuda_Lindel,Jurgen_Fripp,Aviad_Rubinstein,5862232,5891301,7470117
116990,5885309,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,69,https://doi.org/8212240725,energy,2020-09-05,7648-7662,Secrecy_Outage_and_Diversity_Analysis_of_Multiple_Cooperating_Source-Destination_Pairs.,db/journals/tvt/tvt69.html#DingZCWH20,2020.0,Technology,Ownership,KTH,Elaine_Shi,Damien_Devos,Dawei_Li,5859486,6863877,7933622
117062,5885330,Alain_Bouscayrol,Alain_Bouscayrol,IEEE_Trans._Veh._Technol.,65,https://doi.org/8716401937,internet,2020-06-25,995-997,Special_Section_on_Advanced_Powertrains_for_More_Electric_Vehicles.,db/journals/tvt/tvt65.html#BouscayrolBHC16,2016.0,Technology,Ownership,OXFORD,David_Knichel,David_Rodriguez,Woo-Young_Cho,5880816,5868768,7943864
117068,5885332,Alain_Bouscayrol,Alain_Bouscayrol,IEEE_Trans._Veh._Technol.,63,https://doi.org/8662430405,skill,2020-06-25,1032-1040,Influence_of_an_Energy_Storage_System_on_the_Energy_Consumption_of_a_Diesel-Electric_Locomotive.,db/journals/tvt/tvt63.html#MayetPBL14,2014.0,Technology,Ownership,OXFORD,Gregory_L._Wallace,Luca_Henzen,Christian_J._Fiebach,5882171,5882532,7943402
117221,5885376,Alain_Bouscayrol,Alain_Bouscayrol,IEEE_Trans._Veh._Technol.,66,https://doi.org/3091684147,engineering,2020-06-25,5564-5571,Hardware-In-the-Loop_Simulation_of_Traction_Power_Supply_for_Power_Flows_Analysis_of_Multitrain_Subway_Lines.,db/journals/tvt/tvt66.html#MayetDBC17,2017.0,Technology,Ownership,OXFORD,Elvir_Kahrimanovic,Jian_Qi,Lijun_Pan,7476137,5889509,5866708
117345,5885409,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,51,https://doi.org/1922226572,equipment,2020-06-25,1534-1546,A_residue_number_system_based_parallel_communication_scheme_using_orthogonal_signaling_.I._System_outline.,db/journals/tvt/tvt51.html#YangH02,2002.0,Technology,Ownership,KTH,Rami_K._Niazy,Kyo-Beum_Le,Xi_Meng,7936867,7932087,7467157
117428,5885433,Bo_Ai,Bo_Ai,IEEE_Trans._Veh._Technol.,69,https://doi.org/3631529301,skill,2020-12-01,9643-9655,Efficient_Hybrid_Beamforming_With_Anti-Blockage_Design_for_High-Speed_Railway_Communications.,db/journals/tvt/tvt69.html#GaoANWYLS20,2020.0,Technology,Ownership,PSL,Varun_Ra,Barry_J._Bedell,Vaclav_Svaton,6864671,5914043,7940047
117585,5885472,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,54,https://doi.org/4979572095,equipment,2020-06-25,1817-1827,Performance_of_fractionally_spread_multicarrier_CDMA_in_AWGN_as_well_as_slow_and_fast_Nakagami-m_fading_channels.,db/journals/tvt/tvt54.html#YangH05,2005.0,Technology,Ownership,KTH,Leonie_Lampe,Jan_Kalbitzer,Yuanlong_L,5912522,7930648,6392538
117684,5885499,Ali_Emadi,Ali_Emadi,IEEE_Trans._Veh._Technol.,65,https://doi.org/9240202014,knowledge,2020-06-25,4687-4699,Integrated_Electromechanical_Double-Rotor_Compound_Hybrid_Transmissions_for_Hybrid_Electric_Vehicles.,db/journals/tvt/tvt65.html#YangSE16,2016.0,Technology,Ownership,UNIBO,Anne_Beck,Marco_Calderini,Lars_R._Knudse,7936353,7936496,6386795
117881,5885556,F._Richard_Yu,F._Richard_Yu,IEEE_Trans._Veh._Technol.,65,https://doi.org/3472546306,software,2020-08-13,10011-10021,Virtual_Resource_Allocation_in_Software-Defined_Information-Centric_Cellular_Networks_With_Device-to-Device_Communications_and_Imperfect_CSI.,db/journals/tvt/tvt65.html#WangLYW16,2016.0,Technology,Ownership,PSL,Li_Chen,Chiao-Yi_Wu,Alexander_Leemans,5882304,7941835,5885932
117940,5885570,F._Richard_Yu,F._Richard_Yu,IEEE_Trans._Veh._Technol.,67,https://doi.org/8344942374,energy,2020-06-25,11008-11021,Computation_Offloading_and_Content_Caching_in_Wireless_Blockchain_Networks_With_Mobile_Edge_Computing.,db/journals/tvt/tvt67.html#LiuYTLS18,2018.0,Technology,Ownership,PSL,Fabrice_Benhamoud,Koene_R._A._Van_Dijk,Mohammad_Ali_Mohammad,7476656,7480871,6871934
118020,5885591,Ali_Emadi,Ali_Emadi,IEEE_Trans._Veh._Technol.,60,https://doi.org/9268296436,printing_press,2020-06-25,1279-1284,Pihef:_Plug-In_Hybrid_Electric_Factor.,db/journals/tvt/tvt60.html#WirasinghaE11a,2011.0,Technology,Ownership,UNIBO,Edward_D._Barker,Yanfang_Hou,S._Walker-Samuel,7930645,5914582,6383301
118232,5885649,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,50,https://doi.org/4247077226,printing_press,2020-06-25,617-628,Serial_acquisition_of_DS-CDMA_signals_in_multipath_fading_mobile_channels.,db/journals/tvt/tvt50.html#YangH01,2001.0,Technology,Ownership,KTH,Lucilio_Cordero-Grande,Michael_W._L._Chee,Heike_Israel,7939198,7931995,7477734
118281,5885663,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,58,https://doi.org/4430367185,skill,2020-06-25,2120-2125,Interleaved_Random_Space-Time_Coding_for_Multisource_Cooperation.,db/journals/tvt/tvt58.html#ZhangH09,2009.0,Technology,Ownership,KTH,Ching-Hua_Y,Lutz_Jäncke,Patrizia_Mecocci,6909866,7473110,7471332
118465,5885712,Chau_Yuen,Chau_Yuen,IEEE_Trans._Veh._Technol.,64,https://doi.org/5406935202,computer,2020-09-05,593-609,Power_Control_for_Sum-Rate_Maximization_on_Interference_Channels_Under_Sum_Power_Constraint.,db/journals/tvt/tvt64.html#HassanYS015,2015.0,Technology,Ownership,UB,Le_Thanh_Tan,Ronald_Y._S._Tee,Zheng_You,7474463,6874411,7474984
118506,5885724,Bin_Chen,Bin_Chen,IEEE_Trans._Veh._Technol.,69,https://doi.org/8234256340,research,2021-02-11,15828-15841,Incentivizing_Resource_Cooperation_for_Blockchain_Empowered_Wireless_Power_Transfer_in_UAV_Networks.,db/journals/tvt/tvt69.html#JiangCXMZ20,2020.0,Technology,Ownership,OXFORD,Emilio_Corchad,Nima_Reyhani,Guido_Nolte,7474239,5890319,5890391
118535,5885732,Abbas_Jamalipour,Abbas_Jamalipour,IEEE_Trans._Veh._Technol.,68,https://doi.org/9165945980,printing_press,2020-06-25,3882-3889,Coverage_Analysis_for_Multi-Request_Association_Model_(MRAM)_in_a_Caching_Ultra-Dense_Network.,db/journals/tvt/tvt68.html#KhanJ19,2019.0,Technology,Ownership,UPC,Silvester_Czanne,Robert_Kretz,Henning_Vollmann,7939907,7945464,7935057
118639,5885761,Arumugam_Nallanathan,Arumugam_Nallanathan,IEEE_Trans._Veh._Technol.,67,https://doi.org/1304779973,high_technology,2020-08-13,423-435,Iterative_LMMSE_Individual_Channel_Estimation_Over_Relay_Networks_With_Multiple_Antennas.,db/journals/tvt/tvt67.html#MaZLZN18,2018.0,Technology,Ownership,PSL,Zhi_Liu_000,Kuo_Wang,Kaoru_Kurosaw,5885663,5884123,5890502
118701,5885779,Chau_Yuen,Chau_Yuen,IEEE_Trans._Veh._Technol.,68,https://doi.org/5202135155,innovation,2020-08-27,12000-12012,DNN-Aided_Block_Sparse_Bayesian_Learning_for_User_Activity_Detection_and_Channel_Estimation_in_Grant-Free_Non-Orthogonal_Random_Access.,db/journals/tvt/tvt68.html#ZhangLHGYG19,2019.0,Technology,Ownership,UB,Jia_Tang,Ian_E._Holliday,Pavel_Raykov,7467740,7470781,5863968
118815,5885808,Chau_Yuen,Chau_Yuen,IEEE_Trans._Veh._Technol.,68,https://doi.org/7097383911,computing,2020-06-25,6670-6685,On_Hybrid_Pilot_for_Channel_Estimation_in_Massive_MIMO_Uplink.,db/journals/tvt/tvt68.html#LiYLWZ19,2019.0,Technology,Ownership,UB,John_A._D._Aston,Ondrej_Libiger,M._A._Basso,7939551,5912191,5867626
119147,5885898,F._Richard_Yu,F._Richard_Yu,IEEE_Trans._Veh._Technol.,69,https://doi.org/8054726967,internet,2020-06-25,1554-1567,UAV-Assisted_Cooperative_Communications_With_Time-Sharing_Information_and_Power_Transfer.,db/journals/tvt/tvt69.html#YinZLY20,2020.0,Technology,Ownership,PSL,Iñigo_Apaolaza,Dimitris_Verganelakis,Miguel_Martínez-Re,7935569,7936862,7205081
119154,5885900,Abbas_Jamalipour,Abbas_Jamalipour,IEEE_Trans._Veh._Technol.,68,https://doi.org/4161761335,telephone,2020-06-25,12406-12410,Optimal_Resource_Allocation_in_Backscatter_Assisted_WPCN_With_Practical_Energy_Harvesting_Model.,db/journals/tvt/tvt68.html#RamezaniJ19,2019.0,Technology,Ownership,UPC,Lucilio_Cordero-Grande,C._John_Evans,Ryan_V._Rau,7473557,6872099,5904457
119229,5885923,Branka_Vucetic,Branka_Vucetic,IEEE_Trans._Veh._Technol.,62,https://doi.org/3552268536,products,2020-06-25,2374-2381,Novel_Soft_Information_Forwarding_Protocols_in_Two-Way_Relay_Channels.,db/journals/tvt/tvt62.html#LiKYCLV13,2013.0,Technology,Ownership,UFMG,Ana_Madureira,Lars_Kuchinke,Martin_Bjerregaard_Jepsen,6875551,7470545,5891025
119260,5885932,Ali_Emadi,Ali_Emadi,IEEE_Trans._Veh._Technol.,69,https://doi.org/1753777801,high_technology,2020-08-06,6094-6106,Variable-Frequency_Critical_Soft-Switching_of_Wide-Bandgap_Devices_for_Efficient_High-Frequency_Nonisolated_DC-DC_Converters.,db/journals/tvt/tvt69.html#AgrawalZEP20,2020.0,Technology,Ownership,UNIBO,Jiayue_Sun,SeungRyul_Baek,Yusuf_Gurkayna,7479739,5882692,7217100
119319,5885949,Arumugam_Nallanathan,Arumugam_Nallanathan,IEEE_Trans._Veh._Technol.,60,https://doi.org/2470912135,skill,2020-06-25,1578-1589,Optimization_of_Cooperative_Spectrum_Sensing_in_Cognitive_Radio.,db/journals/tvt/tvt60.html#CuiGN11,2011.0,Technology,Ownership,PSL,René_Boc,Cornelius_Hojatkashani,Wei_Zhou_0022,6391659,7474489,7931154
119368,5885963,Bo_Ai,Bo_Ai,IEEE_Trans._Veh._Technol.,64,https://doi.org/7901394933,wheel,2020-06-25,2762-2772,Shadow_Fading_Correlation_in_High-Speed_Railway_Environments.,db/journals/tvt/tvt64.html#HeZAO15,2015.0,Technology,Ownership,PSL,Peter_Y._A._Rya,Yu_Yu_0001,Peng_Su,5912422,7470169,5880897
119497,5885996,Lajos_Hanzo,Lajos_Hanzo,IEEE_Trans._Veh._Technol.,60,https://doi.org/3625609519,research,2020-06-25,4656-4662,Differential_Interference_Suppression_for_SDMA-OFDM_Based_on_Joint_Multiple-Symbol_Filtering_and_Detection.,db/journals/tvt/tvt60.html#0024H11,2011.0,Technology,Ownership,KTH,Javier_Perales-Patón,Yanqi_Zheng,Shanmugavel_Dharan,7476028,7472551,7478310
119503,5885998,Abbas_Jamalipour,Abbas_Jamalipour,IEEE_Trans._Veh._Technol.,69,https://doi.org/5500523288,engineering_science,2020-07-31,7908-7915,SDP-IGD:_An_Iterative_Power_Allocation_Technique_for_Cluster-Based_Multihop_Vehicular_Communications.,db/journals/tvt/tvt69.html#AlamAKJ20,2020.0,Technology,Ownership,UPC,Yu_Li_0006,Zheng_Zhou_000,Morten_Øygarden,5884810,7941551,7466418
119708,5886056,Abbas_Jamalipour,Abbas_Jamalipour,IEEE_Trans._Veh._Technol.,61,https://doi.org/9081265565,skill,2020-06-25,1752-1761,A_Novel_Information_Acquisition_Technique_for_Mobile-Assisted_Wireless_Sensor_Networks.,db/journals/tvt/tvt61.html#BaiMJ12,2012.0,Technology,Ownership,UPC,Marco_Taubert,Qinglai_Wei,Yuchu_Qin,7471784,7941449,6912450
119721,5886060,Branka_Vucetic,Branka_Vucetic,IEEE_Trans._Veh._Technol.,65,https://doi.org/8100865805,internet,2020-06-25,5701-5706,Joint_User_Association_and_Resource_Allocation_in_the_Downlink_of_Heterogeneous_Networks.,db/journals/tvt/tvt65.html#ChenLCLV16,2016.0,Technology,Ownership,UFMG,Wencheng_Tang,Wei_Xu_0018,Sonja_Lattner,7933303,7475160,7464995
119749,5886069,Chau_Yuen,Chau_Yuen,IEEE_Trans._Veh._Technol.,61,https://doi.org/5401173191,applied_science,2020-06-25,455-465,Modeling_Decentralized_Wireless_Relay_Networks:_Information_Azimuth_Spectrum_and_Relay_Network_Tomography.,db/journals/tvt/tvt61.html#ChenYC12,2012.0,Technology,Ownership,UB,Meilin_Li,Sharon_Ki,S._Valappil,6870740,5820225,7943478
119777,5886076,Alain_Bouscayrol,Alain_Bouscayrol,IEEE_Trans._Veh._Technol.,69,https://doi.org/9012038217,products,2020-06-25,328-337,Dynamical_Coupling_of_a_Battery_Electro-Thermal_Model_and_the_Traction_Model_of_an_EV_for_Driving_Range_Simulation.,db/journals/tvt/tvt69.html#GermanSDSVB20,2020.0,Technology,Ownership,OXFORD,Zhenyu_X,Torsten_Baldewe,Swati_Singl,5887736,7473936,6871144
119813,5886085,Abbas_Jamalipour,Abbas_Jamalipour,IEEE_Trans._Veh._Technol.,69,https://doi.org/9923009512,robotics,2020-07-31,8013-8017,Two-Way_Dual-Hop_WPCN_With_A_Practical_Energy_Harvesting_Model.,db/journals/tvt/tvt69.html#RamezaniJ20,2020.0,Technology,Ownership,UPC,Youssèf_Ben_Cheik,Christof_Beierle,Yan_Lin_000,7469951,7938046,6380905
